latent_id,annotation,rank,n_positive,n_negative,activation_prevalence,mean_activation_positive,mean_activation_negative,point_biserial_r,point_biserial_p,auroc,fisher_odds_ratio,fisher_p,q_value,activation_threshold,fire_count_positive,fire_count_negative,any_active_positive,any_active_negative
119,class_label,716,13586,24732,0.6232058040607548,0.8967461585998535,0.6940953135490417,0.35857775094748373,0.0,0.6816136970065012,6.1608061109853836,0.0,0.0,0.0,2.757986068725586,2.1326217651367188,0.8576475783895187,0.49442018437651625
134,class_label,806,13586,24732,0.5557962315360927,2.1268703937530518,0.7640825510025024,0.33530337219403056,0.0,0.6741342712797723,4.671505392739878,0.0,0.0,0.0,3.482555627822876,1.449094295501709,0.780582953039894,0.43231441048034935
136,class_label,818,13586,24732,0.3798736886058771,3.3989455699920654,0.16818876564502716,0.7152029130734489,0.0,0.862815952594025,39.99863083462785,0.0,0.0,0.0,1.5141321420669556,0.14406436681747437,0.8482261151185043,0.12259420993045447
139,class_label,836,13586,24732,0.4941802808079754,1.4308180809020996,0.23594041168689728,0.7319499147595829,0.0,0.8824893629619724,285.24288064969875,0.0,0.0,0.0,13.40608024597168,0.561499297618866,0.9879287501840129,0.22295002426006794
146,class_label,878,13586,24732,0.8593611357586513,3.5937132835388184,1.117735505104065,0.29889255616518523,0.0,0.608605805835792,629.6719899391873,0.0,0.0,0.0,11.365155220031738,4.118389129638672,0.9995583689091712,0.782346757237587
147,class_label,884,13586,24732,0.5491152982932304,2.2037649154663086,0.30990368127822876,0.6654703033563114,0.0,0.8460912464022685,553.9497546455675,0.0,0.0,0.0,6.806565761566162,0.5472667217254639,0.9958781098189312,0.3036956170143943
157,class_label,944,13586,24732,0.4576178297405919,2.892087936401367,0.17434434592723846,0.7871854496853615,0.0,0.9099006832413202,371.63130432442614,0.0,0.0,0.0,2.1922566890716553,0.2079087793827057,0.9867510672751362,0.16694970079249555
161,class_label,968,13586,24732,0.6913200062633749,1.0165690183639526,1.1034584045410156,0.22564684988944747,0.0,0.6089483086153014,3.1116572687160886,0.0,0.0,0.0,4.29081392288208,9.441330909729004,0.8319593699396437,0.6140627527090409
175,class_label,1052,13586,24732,0.7496998799519808,0.8238663673400879,0.6924102306365967,0.30521595046099864,0.0,0.6381907229662143,6.897310812796567,0.0,0.0,0.0,4.054983139038086,3.1521105766296387,0.9280877373767114,0.6517062914442827
176,class_label,1058,13586,24732,0.4831149851244846,11.569091796875,0.29665419459342957,0.720891564931662,0.0,0.8765213285150809,113.98185309135074,0.0,0.0,0.0,1.120270848274231,0.34384602308273315,0.9691594288237892,0.21611677179362768
179,class_label,1076,13586,24732,0.8983245472101884,2.0958261489868164,1.390151023864746,0.24808542215706614,0.0,0.5783652186742929,361.949068203782,0.0,0.0,0.0,5.653614044189453,2.439026355743408,0.9994847637273664,0.8427543263787806
187,class_label,1124,13586,24732,0.5505245576491467,2.0600507259368896,0.6332411766052246,0.42371360234162975,0.0,0.7202983032428255,7.768135265050287,0.0,0.0,0.0,3.3952598571777344,1.0965145826339722,0.8349035772118357,0.3943069707261847
193,class_label,1160,13586,24732,0.6154809749986951,1.996101975440979,0.45252662897109985,0.4988046469864652,0.0,0.753626212911137,21.386200360164505,0.0,0.0,0.0,1.262255311012268,1.0369561910629272,0.9428823789194759,0.435629953097202
195,class_label,1172,13586,24732,0.5923847799989561,1.3172545433044434,0.5325620174407959,0.28530341024197325,0.0,0.6465316763346234,3.7462848481643785,0.0,0.0,0.0,1.7245694398880005,0.9378133416175842,0.7815398204033563,0.48847646773410963
